senfi_number,shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
,11,http://emalls.ir//files/shoplogo/lpniunco8knnkpdoxwzpqybja14tokm558btxw0v41lvg3bgmh[medium].jpg,موباتل آنلاین,https://emalls.ir//Shop/28796/,28796,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~28796,در حال همکاری با ایمالز,محمدحسین صرافت,۰۷۱۳۸۴۳۹۱۹۰,محله: بل پاسداران، خیابان شهید جهان آرا، بن بست 1، پلاک: 0.0، طبقه: همکف، واحد: 3,mobatelonline [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:23.854460+00:00,فارس - شیراز,2 سال و 4 ماه و 9 روز,https://mobatelonline.ir/,دارد (یک ستاره) معتبر تا 4 ماه و 10 روز,
,4,http://emalls.ir/src/shop-default.svg,نورا آی تی,https://emalls.ir//Shop/43323/,43323,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~43323,در حال همکاری با ایمالز,رضا قلی زاده کیسمی,۰۲۱۹۱۰۹۸۹۶۰,دانشگاه تهران، خیابان انقلاب اسلامی، خیابان فلسطین، پلاک: 343.0، 141، طبقه: 4، واحد: 45,info [at] noorait [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989001060602,سه شنبه ۲ بهمن,2025-01-21 16:37:24.078462+00:00,تهران - تهران,9 ماه و 5 روز,https://noorait.com/,دارد (یک ستاره) معتبر تا 1 سال و 1 ماه و 25 روز,
,2,http://emalls.ir/src/shop-default.svg,نفیس بافت,https://emalls.ir//Shop/44274/,44274,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~44274,در حال همکاری با ایمالز,هادی ناحی,۰۴۱۳۵۲۳۲۹۹۵,"تبریز _ بازار _ خیابان جمهوری , نرسیده به راسته کوچه _ جنب بانک صادرات _ مجتمع تجاری آسیا _ همکف پلاک 5 

",hadi [dot] nahi [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989361306784,سه شنبه ۲ بهمن,2025-01-21 16:37:24.345066+00:00,آذربایجان شرقی - تبریز,8 ماه و 13 روز,https://nafisbaft.ir/,دارد (یک ستاره) معتبر تا 1 سال و 1 ماه,
,3,http://emalls.ir/src/shop-default.svg,جسیم ابزار ,https://emalls.ir//Shop/44931/,44931,حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~44931,در حال همکاری با ایمالز,جسیم مرادی ,۰۸۷۳۴۲۵۷۴۲۳,,jasimm618 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989129740218,سه شنبه ۲ بهمن,2025-01-21 16:37:24.773357+00:00,کردستان - بانه,8 ماه و 2 روز,,,
,11,http://emalls.ir//files/shoplogo/m602jm4vuvybv3227u6runv0dwm3ycwywtcyu8lmeydt661r1h[medium].png,شرکت پیشگامان فرگویا,https://emalls.ir//Shop/19050/,19050,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~19050,در حال همکاری با ایمالز,محمدباقر ایزدی,۰۲۱۷۷۷۵۳۰۰۲,دهستان قلعه نو ، آبادی مجتمع صنعتی عباس آباد، محله (عباس آباد علاقمند) ، خیابان کاوه ، کوچه کاوه شرقی ، پلاک 118 ، مجتمع صنفی خدماتی کاوه ، طبقه همکف,Support [at] PGFmodernlock [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989120876173,https://t.me/pgfmodernlock,https://instagram.com/pgfmodernlock,https://ble.ir/pgfmodernlock,https://eitaa.com/PGFmodernLOCK,https://rubika.ir/PGFmodernLOCK",سه شنبه ۲ بهمن,2025-01-21 16:37:24.884021+00:00,تهران - شهر ری,3 سال و 8 ماه و 5 روز,https://www.pgfmodernlock.com/,دارد (یک ستاره) معتبر تا 3 ماه,
,2,http://emalls.ir/src/shop-default.svg,الماس کویر,https://emalls.ir//Shop/46999/,46999,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~46999,در حال همکاری با ایمالز,سید محمد رضا توکلی ,۰۳۵۳۲۳۰۴۴۵۸,بشنیغان - کوچه 10نسترن - کوچه (پارک فلسطین) - شهیدابوالفضل خالقیه - پلاک : 0.0 - طبقه : -1,almaskavirmobile [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989190954332,https://t.me/almaskavirddt,https://instagram.com/almaskavirddt,https://eitaa.com/almaskavirddt",سه شنبه ۲ بهمن,2025-01-21 16:37:25.117144+00:00,یزد - میبد,6 ماه و 17 روز,https://almaskavirddt.ir/,دارد (یک ستاره),
,4,http://emalls.ir//files/shoplogo/mbr1042nm3xtlxdpu1376or8sqvhuqu2l4rtzb0z5yu2r1qevx[medium].png,توپ ایران,https://emalls.ir//Shop/23376/,23376,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~23376,در حال همکاری با ایمالز,رضا حیدر,۰۲۱۶۶۹۶۵۷۶۹,تهران میدان منیریه پاساژ ورزشی کاوه طبقه زیر همکفت پلاک 67 فروشگاه پخش توپ ایران,Aria [dot] iran [dot] h [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:25.562771+00:00,تهران - تهران,3 سال و 1 ماه و 9 روز,https://toopeiran.ir/,دارد (یک ستاره) معتبر تا 11 ماه و 8 روز,
,10,http://emalls.ir//files/shoplogo/3fnxla7457hosp323h8s4770riau1f5m7bnc3yzl844rymyi84[medium].png,پرداز الکترونیک شایا,https://emalls.ir//Shop/38290/,38290,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~38290,در حال همکاری با ایمالز,پروین یاری فرد, ۰۲۱۸۸۹۰۵۹۰۱,محله: کشاورز، خیابان جویبار، کوچه نوربخش، پلاک: 4.0، نوربخش، طبقه: 5، واحد: 14,bebin_22 [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:25.689603+00:00,تهران - تهران,1 سال و 2 ماه و 21 روز,https://peshaya.ir/,دارد (صفر ستاره),
,5,http://emalls.ir//files/shoplogo/y2kfs26iy8ltzxvqtq23s252c3rfmy8e2zltq2qfx52qqq78l0[medium].png,سوپر سیف باکس,https://emalls.ir//Shop/7847/,7847,اینترنتی,,در حال همکاری با ایمالز,احمد صفرپور,۰۲۱۶۶۲۵۰۸۹۱,خیابان خلیج، بلوار ابوسعید شرقی، کوچه شقایق، پلاک 6,abbaskhan5121 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:25.909779+00:00,تهران - تهران,3 سال و 10 ماه و 8 روز,https://supersafebox.com/,دارد (یک ستاره),
,2,http://emalls.ir//files/shoplogo/tdst2zqchx4njwynych8qfb6iqcytsrmukw6zzmwivfu74ayyn[medium].png,تاناکوبوک,https://emalls.ir//Shop/26351/,26351,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~26351,در حال همکاری با ایمالز,سیامک نیرومند ,۰۲۱۳۶۴۳۲۱۰۴,تهران . قرچک . خیابان اصلی . پاساژ تاجیک ‌‌طبقه اول  ,siyamgame [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989053121861,سه شنبه ۲ بهمن,2025-01-21 16:37:26.128182+00:00,تهران - قرچک,2 سال و 8 ماه و 5 روز,https://tanakobook.ir/,دارد (یک ستاره),
,3,http://emalls.ir//files/shoplogo/jkkkftzib5luxk6hmfq736iy56ipgvjbeual6chw12r53t1kgk[medium].png,آروین شاپ,https://emalls.ir//Shop/29352/,29352,اینترنتی,,در حال همکاری با ایمالز,محمد عارفیان جزی,۰۳۱۳۴۵۰۰۹۳۶,محله: رحیم آباد، بزرگراه کاوه، کوچه سید الشهدا 57/1، پلاک: 24.0، طبقه: اول,aref4219 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:26.396031+00:00,اصفهان - اصفهان,2 سال و 3 ماه و 4 روز,https://rwinshop.ir/,دارد (یک ستاره),
,10,http://emalls.ir/src/shop-default.svg,هامتوسنتر,https://emalls.ir//Shop/40425/,40425,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~40425,در حال همکاری با ایمالز,سهراب اهرامی باسمنج,۰۲۱۸۸۸۰۴۱۳۱,کشاورز، خیابان ولیعصر، کوچه ارژنگ، پلاک: -21.0، مرکز خرید کیش، طبقه: -1، واحد: 8,sohrabahrami [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:26.525736+00:00,تهران - تهران,1 سال و 15 روز,https://humttocenter.com/,دارد (یک ستاره) معتبر تا 9 ماه و 15 روز,
,3,http://emalls.ir//files/shoplogo/b8pmin64eyjyvhipbx0cosh8vatbvq2lkt6wq63smynfq72fcc[medium].jpg,رها شاپ ۲۷,https://emalls.ir//Shop/49389/,49389,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~49389,در حال همکاری با ایمالز,رها اخروی,۰۲۶۳۳۲۶۸۳۸۱,محله : شهر ک امام رضا - کوچه (1جنوبی ) - خیابان شهید لطفعلی جباری( میلاد 3) - پلاک : 67.0 - طبقه : همکف,okhraviraha2727 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:26.755870+00:00,البرز - چهار باغ,4 ماه و 23 روز,https://rahashop27.ir/,دارد (یک ستاره) معتبر تا 1 سال و 5 ماه و 22 روز,
,12,http://emalls.ir//files/shoplogo/dfbqzurc0s6n52zcnqagybz0hqn1gjp3wull87xvfzzc4bm8ik[medium].png,مارتستان,https://emalls.ir//Shop/35186/,35186,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~35186,در حال همکاری با ایمالز,پويان حاجي عليخاني,۰۲۱۸۸۰۳۳۸۱۲,یوسف آباد، خیابان پنجاه و هفتم، خیابان شهید جهان آرا، پلاک: 162.0، طبقه: همکف ,mahan [dot] abadi02 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989932451399,https://instagram.com/martestancom",سه شنبه ۲ بهمن,2025-01-21 16:37:26.865908+00:00,تهران - تهران,1 سال و 6 ماه و 13 روز,https://www.martestan.com/,دارد (یک ستاره) معتبر تا 8 ماه و 4 روز,
467726619,4,http://emalls.ir//files/shoplogo/85bbopueylw1yzxilpoo3gejcbehiv2gwqpta3f8waekc4yqvh[medium].png,سین دخت,https://emalls.ir//Shop/18959/,18959,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~18959,در حال همکاری با ایمالز, نیما هاتفی,۰۲۱۹۱۰۰۸۰۷۵,تهران    تهرانپارس - ميدان فلكه چهارم تهرانپارس - خيابان آيت الله خوشوقت - پلاك ۴۶۸ - طبقه دوم,info [at] sindokht [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:27.164462+00:00,تهران - تهران,3 سال و 8 ماه و 9 روز,https://sindokht.com/,دارد (یک ستاره) معتبر تا 9 ماه و 9 روز,
,3,http://emalls.ir//files/shoplogo/y7fzhasq7sjqvizhiiyxo17c8wehipahsmc0tyrzceufzqpyve[medium].jpeg,کالایی خواب آرامش,https://emalls.ir//Shop/24148/,24148,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~24148,در حال همکاری با ایمالز,حامد ملک اصلی,۰۸۱۳۲۵۲۵۶۶۱,میدان امام خمینی خیابان اکباتان بازار مسجد جامع پلاک 40,nikita9925 [at] yahoo [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989390363696,https://eitaa.com/kalayekhabaramesh_irr,https://rubika.ir/kalaykhabaramesh_ir",سه شنبه ۲ بهمن,2025-01-21 16:37:27.554992+00:00,همدان - همدان,3 سال و 5 روز,https://kalayekhabaramesh.ir/,دارد (یک ستاره),
,4,http://emalls.ir/src/shop-default.svg,واران ور,https://emalls.ir//Shop/44493/,44493,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~44493,در حال همکاری با ایمالز,محدثه صادقی,۰۲۱۴۶۸۹۸۰۹۷,خیابان جنت - بن بست فاضل - پلاک : 13.0 - طبقه : 1,varanwear [at] gmail [dot] com,بدون امتیاز,https://t.me/varanwear,سه شنبه ۲ بهمن,2025-01-21 16:37:28.092769+00:00,تهران - قدس,8 ماه و 8 روز,https://varanwear.ir/,دارد (یک ستاره) معتبر تا 1 سال و 3 ماه و 19 روز,
,5,http://emalls.ir//files/shoplogo/53tum58ro84h8ox8qfx76ro4m25cs1dymnokbnr8pm7dgp1qqk[medium].png,180,https://emalls.ir//Shop/39599/,39599,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~39599,در حال همکاری با ایمالز,زینب نوعی دربان,۰۱۳۴۴۴۵۰۲۵۶,منطقه آزاد بندر انزلی ، مجتمع تجاری ونوس ، طبقه همکف ، ورودی جنوبی اصلی ، فروشگاه 180,info [at] shopping180 [dot] ir,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:28.230484+00:00,گیلان - بندر انزلی,1 سال و 1 ماه و 9 روز,https://shopping180.ir/,دارد (یک ستاره) معتبر تا 3 ماه و 11 روز,
,2,http://emalls.ir//files/shoplogo/l16kc3eo0zt1y2f8ofytvnagfl4grxf6v4c27yt4bia64bfr6s[medium].jpg,آی کار یدک,https://emalls.ir//Shop/49236/,49236,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~49236,در حال همکاری با ایمالز,علی یایچی,۰۲۱۳۳۹۵۳۳۸۳,محله : چهارراه منوچهری - خیابان ارباب جمشید - خیابان منوچهری - سینا 2 - پلاک : 189.0 - طبقه : 1 - واحد : 27,info [at] icaryadak [dot] com,بدون امتیاز,"https://t.me/icaryadakk,https://instagram.com/icaryadak_official,https://rubika.ir/icaryadak",سه شنبه ۲ بهمن,2025-01-21 16:37:28.814549+00:00,تهران - تهران,4 ماه و 26 روز,https://icaryadak.com/,دارد (یک ستاره) معتبر تا 1 سال و 5 ماه و 2 روز,
,10,http://emalls.ir//files/shoplogo/u0tmq3fbkn3caho5h5rq2mld0q4mgts38i0477wj8tog3gd1ps[medium].png,ردا کالکشن,https://emalls.ir//Shop/33849/,33849,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~33849,در حال همکاری با ایمالز,نیما عزتی,۰۱۳۴۴۴۰۳۸۰۰,شهرک صنعتی انزلی، خیابان نیلوفر، خیابان شقایق، پلاک: 60.0، طبقه: همکف,radagroup2022 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:29.094265+00:00,گیلان - بندر انزلی,1 سال و 8 ماه و 1 روز,https://www.radacollection.com/,دارد (یک ستاره),
,3,http://emalls.ir/src/shop-default.svg,رونیا بوتیک,https://emalls.ir//Shop/42469/,42469,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~42469,در حال همکاری با ایمالز,امیرحسین زورچنگ,۰۲۱۲۲۰۳۱۳۳۵,بلوار نلسون ماندلا، خیابان ناهید غربی، پلاک 68 واحد 13,amirhosienzoorchang [at] yahoo [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989394530896,https://t.me/roniaboutique,https://instagram.com/boutique-ronia.ir,https://rubika.ir/roniaboutique",سه شنبه ۲ بهمن,2025-01-21 16:37:29.395955+00:00,تهران - تهران,10 ماه و 7 روز,https://boutique-ronia.ir/, معتبر تا 1 ماه و 19 روز,
,5,http://emalls.ir//files/shoplogo/phjomiwbkfz5n78qphgcjz1semwqp3eqbxckt8xx1enty1rspe[medium].png,لامع گستر ارس,https://emalls.ir//Shop/1745/,1745,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~1745,در حال همکاری با ایمالز,آرمین کریم زاده نقشینه,۰۴۱۳۲۸۰۳۴۱۷,کوچه باغ، کوچه عمارتی، بلوار 22 بهمن، پلاک: 25.0، ساختمان بازارچه ابزار، طبقه: اول،,20hk [dot] ir [dot] info [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:29.714488+00:00,آذربایجان شرقی - تبریز,6 سال و 3 ماه و 20 روز,https://lgas.shop/,دارد (یک ستاره),
,2,http://emalls.ir//files/shoplogo/wz0bvxc7kda7yg2ojx61tpx2zl1lb3ykv15xtrs51hhuktebr2[medium].png,کامپیوتر ایده پرداز,https://emalls.ir//Shop/27904/,27904,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~27904,در حال همکاری با ایمالز,علیرضا خلیلی,۰۳۱۳۳۸۰۸۲۰۸,منطقه صنعتی محمودآباد، محله: ندارد، خیابان هیئت امنا، خیابان 24 شرقی،  پلاک: 28.0، طبقه:  همکف،,alireza [dot] khalili20 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989133690733,https://instagram.com/ideh.pardaz110",سه شنبه ۲ بهمن,2025-01-21 16:37:29.971125+00:00,اصفهان - اصفهان,2 سال و 5 ماه و 17 روز,https://idehpardaztec.com/,دارد (یک ستاره),
,10,http://emalls.ir//files/shoplogo/yy8g7jy7cylvmf7i6t0xrglm27ykmmz4vupp41cznhutc3vc0t[medium].png,ایمن اندیشان پویا نوین,https://emalls.ir//Shop/21300/,21300,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~21300,در حال همکاری با ایمالز,سروش لوءلوء,۰۲۱۸۸۳۲۶۰۹۶,عباس آباد-اندیشه، خیابان شهید خلیل حسینی، کوچه مهرداد، پلاک: 11.0، ساختمان مهرداد، طبقه: چهارم، واحد: غربی،,,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:30.082791+00:00,تهران - تهران,3 سال و 4 ماه و 23 روز,https://pooyanovin.co/,دارد (یک ستاره),
,3,http://emalls.ir//files/shoplogo/qom26hbty7rhyb31636cgqmnu0pkntxka57auk4fy2mw1e5w1q[medium].png,نیک درس,https://emalls.ir//Shop/25535/,25535,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~25535,در حال همکاری با ایمالز,محمدرضا سعادتی,۰۲۱۳۶۸۷۱۷۵۹,محله: چهارراه سیدعلی، خیابان لاله زارنو، خیابان منوچهری، پلاک: 20.0، پاساژ علاءالدین، طبقه: سوم، واحد: 305,saadati1369 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:30.358941+00:00,تهران - تهران,2 سال و 9 ماه و 20 روز,https://nikdars.com/,دارد (یک ستاره) معتبر تا 20 روز,
,4,http://emalls.ir//files/shoplogo/gjpunfxmz7s0rf2gj45qfc1346kbxngktrk5jmbpy6c7j6jv3e[medium].jpg,ابوعلی سینا,https://emalls.ir//Shop/29972/,29972,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~29972,در حال همکاری با ایمالز,حمید انصاری,۰۲۴۳۶۲۲۴۱۶۷,محله بالا ، کوچه بعثت 7 ، خیابان شیخ باقرمحمدی ، پلاک 726 ، طبقه همکف,Abuooali8 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:37:30.936114+00:00,زنجان - ماه‌نشان,2 سال و 2 ماه و 7 روز,https://abuoali.ir/,دارد (یک ستاره) معتبر تا 9 ماه و 1 روز,
